
Start_ns, stop_ns,  spent_ns
121569714, 122686514, 1116800
122804229, 123909829, 1105600
124173829, 125298286, 1124457
125421029, 126541714, 1120685
126660000, 127770857, 1110857
127889829, 128993257, 1103428
129252686, 130375315, 1122629
130497943, 131616800, 1118857
131735200, 132835771, 1100571
132954629, 134189829, 1235200
134313029, 135427315, 1114286
135550057, 136660000, 1109943
136777371, 137875543, 1098172
137994171, 139233029, 1238858
139355657, 140475315, 1119658
140599200, 141690400, 1091200
141808686, 142912000, 1103314
143184343, 144302172, 1117829
144424686, 145533486, 1108800
145654514, 146744800, 1090286
146863200, 147965371, 1102171
148222858, 149370286, 1147428
149493257, 150604114, 1110857
150721029, 151827314, 1106285
151946514, 153182743, 1236229
153305372, 154430286, 1124914
154553829, 155654057, 1100228
155771200, 156878971, 1107771
156998286, 158238515, 1240229
158361372, 159495200, 1133828
159618400, 160741829, 1123429
160859543, 161971543, 1112000
162230286, 163360800, 1130514
163484115, 164604343, 1120228
164722857, 165813143, 1090286
165930400, 167150858, 1220458
167274629, 168402286, 1127657
168525486, 169637943, 1112457
169755886, 170859657, 1103771
170979543, 172225029, 1245486
172348686, 173468915, 1120229
173591886, 174694400, 1102514
174814171, 175913371, 1099200
176177143, 177292915, 1115772
177414857, 178531543, 1116686
178652000, 179750514, 1098514
179869714, 180963657, 1093943
181222858, 182357715, 1134857
182480800, 183583886, 1103086
183701372, 184795429, 1094057
184912800, 186167658, 1254858
186290743, 187413600, 1122857
187536229, 188410057, 873828
188532000, 189847543, 1315543
189965943, 191215543, 1249600
191338172, 192461029, 1122857
192583657, 193671543, 1087886
193788800, 194889829, 1101029
195009486, 196271086, 1261600
196394057, 197508800, 1114743
197631657, 198719086, 1087429
198838514, 199921029, 1082515
200192800, 201328800, 1136000
201452229, 202566057, 1113828
202684343, 203779200, 1094857
203896000, 205152686, 1256686
205276800, 206395543, 1118743
206519314, 207614286, 1094972
207731429, 208810629, 1079200
208928686, 210160000, 1231314
210284572, 211419200, 1134628
211543200, 212637372, 1094172
212756457, 213855429, 1098972
213974400, 215208800, 1234400
215332343, 216447429, 1115086
216571429, 217668229, 1096800
217787429, 218879657, 1092228
218998857, 220246743, 1247886
220370857, 221488915, 1118058
221613600, 222703886, 1090286
222823543, 223929486, 1105943
224198172, 225322743, 1124571
225446515, 226563772, 1117257
226682629, 227791771, 1109142
228589372, 229823543, 1234171
229943657, 231177829, 1234172
231300115, 232415200, 1115085
232536800, 233630629, 1093829
233748000, 234849600, 1101600
234967543, 236211886, 1244343
236334972, 237469143, 1134171
237591886, 238691543, 1099657
238809829, 239911657, 1101828
240179772, 241297486, 1117714
241420000, 242534857, 1114857
242658286, 243778629, 1120343
243898857, 245013028, 1114171
245270286, 246413143, 1142857
246536000, 247625486, 1089486
247742286, 248848571, 1106285
248967657, 250225143, 1257486
250347886, 251468915, 1121029
251591886, 252697143, 1105257
252816343, 253923657, 1107314
254195086, 255321600, 1126514
255444000, 256555429, 1111429
256672457, 257772343, 1099886
257889943, 259000457, 1110514
259262515, 260385372, 1122857
260508000, 261620800, 1112800
261738629, 262841257, 1102628
262959771, 264198286, 1238515
264320686, 265430286, 1109600
265553257, 266686286, 1133029
266804457, 267905143, 1100686
268175200, 269301600, 1126400
269424343, 270527086, 1102743
270650286, 271754743, 1104457
271872571, 272972457, 1099886
273229715, 274379315, 1149600
274502972, 275616572, 1113600
275734400, 276837486, 1103086
276957371, 278197143, 1239772
278319315, 279428457, 1109142
279550972, 280647429, 1096457
280764800, 281869257, 1104457
281988800, 283239886, 1251086
283363086, 284482972, 1119886
284606057, 285697372, 1091315
285816457, 286923657, 1107200
287195658, 288346057, 1150399
288468686, 289585829, 1117143
289703772, 290788800, 1085028
290907314, 292160686, 1253372
292284343, 293403200, 1118857
293525600, 294623200, 1097600
294740572, 295844343, 1103771
295963086, 297187429, 1224343
297310629, 298446286, 1135657
298570057, 299680229, 1110172
299798857, 300899086, 1100229
301176915, 302292686, 1115771
302415200, 303530400, 1115200
303652229, 304745486, 1093257
304862971, 305982629, 1119658
306245829, 307374172, 1128343
307497143, 308606286, 1109143
308723886, 309828800, 1104914
309948686, 311170629, 1221943
311294286, 312421257, 1126971
312544114, 313640686, 1096572
313757486, 314864686, 1107200
314983657, 316227429, 1243772
316349715, 317478743, 1129028
317602286, 318703657, 1101371
318822971, 319928343, 1105372
320196000, 321329029, 1133029
321452000, 322565714, 1113714
322683886, 323807314, 1123428
323926400, 325180915, 1254515
325303886, 326421486, 1117600
326545372, 327683200, 1137828
327801829, 328902057, 1100228
329170400, 330320800, 1150400
330444229, 331553943, 1109714
331670857, 332797600, 1126743
332916686, 334171315, 1254629
334294743, 335422172, 1127429
335545943, 336640572, 1094629
336757714, 337863086, 1105372
337982286, 339225143, 1242857
339347886, 340468800, 1120914
340591543, 341707429, 1115886
341826514, 342699200, 872686
342817943, 350300571, 7482628
350426971, 351554972, 1128001
351673714, 352770286, 1096572
352888229, 354150058, 1261829
354273715, 355405600, 1131885
355529143, 356624000, 1094857
356740686, 357851200, 1110514
357970857, 359213715, 1242858
359336229, 360472000, 1135771
360595086, 361683886, 1088800
361801257, 362895429, 1094172
363164800, 364268915, 1104115
364391086, 365512572, 1121486
365635543, 366721600, 1086057
366838629, 367942857, 1104228
368203429, 369327429, 1124000
369450057, 370557714, 1107657
370675314, 371764229, 1088915
371881714, 373002514, 1120800
373260800, 374392915, 1132115
374515657, 375635200, 1119543
375753257, 376853029, 1099772
376971314, 378217258, 1245944
378339543, 379458629, 1119086
379581714, 380680686, 1098972
380799657, 381901029, 1101372
382163772, 383297943, 1134171
383421029, 384534400, 1113371
384652000, 385738514, 1086514
385856000, 386948800, 1092800
387208229, 388342400, 1134171
388465372, 389574514, 1109142
389693714, 390792686, 1098972
390911543, 392158172, 1246629
392284572, 393410400, 1125828
393534972, 394622172, 1087200
394740457, 395825943, 1085486
395945143, 397175086, 1229943
397300229, 398419657, 1119428
398544572, 399638629, 1094057
399756914, 400900571, 1143657
401183658, 402305372, 1121714
402429143, 403558400, 1129257
403677714, 404784571, 1106857
404903086, 406021829, 1118743
406280115, 407426972, 1146857
407551429, 408679772, 1128343
409524915, 410751657, 1226742
410871657, 411978514, 1106857
412238286, 413373257, 1134971
413495543, 414608572, 1113029
414726400, 415817829, 1091429
415935429, 417176800, 1241371
417299315, 418410972, 1111657
418533600, 419632686, 1099086
419750057, 420845029, 1094972
420962971, 422210400, 1247429
422333372, 423448457, 1115085
423571314, 424688000, 1116686
424807200, 425906743, 1099543
426168800, 427286400, 1117600
427409715, 428528000, 1118285
428650629, 429759657, 1109028
429879657, 430986286, 1106629
431244458, 432370400, 1125942
432492915, 433592457, 1099542
433720000, 434809714, 1089714
434926743, 436186515, 1259772
436309029, 437424457, 1115428
437547543, 438660000, 1112457
438779886, 439872571, 1092685
439991314, 441237715, 1246401
441360343, 442477715, 1117372
442600572, 443690514, 1089942
443808686, 444896000, 1087314
445164572, 446276343, 1111771
446397829, 447515886, 1118057
447638286, 448770629, 1132343
448890629, 450009371, 1118742
450270972, 451399429, 1128457
451522857, 452615772, 1092915
452733943, 453837943, 1104000
453956800, 455197258, 1240458
455319429, 456434629, 1115200
456556914, 457670629, 1113715
457788571, 458890057, 1101486
459009486, 460262743, 1253257
460385372, 461500000, 1114628
461623200, 462712572, 1089372
462831657, 463936686, 1105029
464204458, 465331772, 1127314
465454400, 466568114, 1113714
466686057, 467795086, 1109029
467913371, 469160229, 1246858
469283315, 470416343, 1133028
470539086, 471638857, 1099771
471756000, 472855086, 1099086
472972571, 474214515, 1241944
474337829, 475451200, 1113371
475572914, 476672229, 1099315
476789714, 477890857, 1101143
478009486, 479259086, 1249600
479381600, 480492229, 1110629
480615086, 481705829, 1090743
481823771, 482910286, 1086515
483172229, 484280572, 1108343
484403429, 485510857, 1107428
485633257, 486752000, 1118743
486871886, 487979086, 1107200
488238286, 489374743, 1136457
489498172, 490612229, 1114057
490729943, 491835543, 1105600
491954857, 493211429, 1256572
493334400, 494458515, 1124115
494580686, 495678972, 1098286
495796686, 496905257, 1108571
497178972, 498292343, 1113371
498414629, 499521486, 1106857
499644914, 500737714, 1092800
500854629, 501953714, 1099085
502214286, 503335657, 1121371
503458743, 504567543, 1108800
504685257, 505801714, 1116457
505920686, 507178743, 1258057
507301372, 508412000, 1110628
508534400, 509635200, 1100800
509752572, 510853029, 1100457
510971771, 512218972, 1247201
512341143, 513458972, 1117829
513582400, 514678057, 1095657
514795543, 515896457, 1100914
516160343, 517274515, 1114172
517397943, 518507086, 1109143
518629943, 519715886, 1085943
519834286, 520929371, 1095085
521199086, 522328686, 1129600
522451315, 523557714, 1106399
523676000, 524538514, 862514
524653600, 529983085, 5329485
530258742, 531397828, 1139086
531520914, 532619314, 1098400
532736571, 533827542, 1090971
533943999, 535164571, 1220572
535288114, 536422971, 1134857
536545257, 537660571, 1115314
537779885, 538881256, 1101371
539000228, 540247999, 1247771
540370171, 541487999, 1117828
541610285, 542703314, 1093029
542821942, 543932799, 1110857
544200114, 545318057, 1117943
545440457, 546548228, 1107771
546665142, 547775199, 1110057
547893485, 549139771, 1246286
549263771, 550395885, 1132114
550518857, 551625485, 1106628
551743085, 552831999, 1088914
552949485, 554173257, 1223772
554297714, 555427199, 1129485
555550399, 556647428, 1097029
556765028, 557872228, 1107200
557991428, 559239428, 1248000
559362971, 560487542, 1124571
560610285, 561694628, 1084343
561811885, 562915656, 1103771
563188342, 564314742, 1126400
564437942, 565558514, 1120572
565684914, 566781371, 1096457
566899199, 568150514, 1251315
568275885, 569402628, 1126743
569526514, 570625485, 1098971
570744114, 571847428, 1103314
571967199, 573213828, 1246629
573337599, 574459428, 1121829
574583771, 575672799, 1089028
575791428, 576902056, 1110628
577167999, 578295885, 1127886
578420571, 579533828, 1113257
579653257, 580739085, 1085828
580858628, 581976456, 1117828
582241942, 583371657, 1129715
583495999, 584609142, 1113143
584728914, 585822171, 1093257
586598285, 587830628, 1232343
587952914, 589179542, 1226628
589304342, 590435428, 1131086
590558514, 591654742, 1096228
591771771, 592864571, 1092800
592991199, 594246742, 1255543
594369599, 595496114, 1126515
595619771, 596733942, 1114171
596853828, 597954399, 1100571
598214514, 599368114, 1153600
599490514, 600598056, 1107542
600715542, 601817942, 1102400
601937485, 603190285, 1252800
603313028, 604439199, 1126171
604562399, 605686971, 1124572
605807085, 606909942, 1102857
607180228, 608310399, 1130171
608432457, 609559885, 1127428
609680457, 610767771, 1087314
610884571, 611992456, 1107885
612253828, 613370514, 1116686
613493028, 614637028, 1144000
614755656, 615846742, 1091086
615963656, 617211314, 1247658
617334171, 618452342, 1118171
618575199, 619671885, 1096686
619789942, 620882285, 1092343
