
Start_ns, stop_ns,  spent_ns
153760456, 155267085, 1506629
155392571, 156766742, 1374171
156888571, 158370399, 1481828
158496342, 159859428, 1363086
159982971, 161542399, 1559428
161674971, 162988799, 1313828
163262285, 164665828, 1403543
164785828, 166283428, 1497600
166408457, 167776685, 1368228
167899771, 169390628, 1490857
169517371, 170821828, 1304457
170943771, 172425485, 1481714
172549942, 173846971, 1297029
173968571, 175445714, 1477143
175570857, 176856228, 1285371
176976914, 178445371, 1468457
178570285, 179885828, 1315543
180158857, 181499885, 1341028
181624114, 182914285, 1290171
183193828, 184533142, 1339314
184657599, 185953028, 1295429
186230971, 187625485, 1394514
187745714, 189222171, 1476457
189346171, 190725142, 1378971
190846514, 192313828, 1467314
192438628, 193791771, 1353143
193913371, 195411085, 1497714
195537828, 196840456, 1302628
196961942, 198436571, 1474629
198560914, 199857142, 1296228
199978285, 201454628, 1476343
201579771, 202898514, 1318743
203170399, 204506742, 1336343
204630285, 205918056, 1287771
206199199, 207544685, 1345486
207668114, 209025942, 1357828
209300114, 210640685, 1340571
210761371, 212266971, 1505600
212391999, 213802056, 1410057
213924114, 215410514, 1486400
215536228, 216848228, 1312000
216970171, 218444685, 1474514
218569371, 219865942, 1296571
220141485, 221536457, 1394972
221661028, 222958399, 1297371
223228342, 224591428, 1363086
224711885, 226147999, 1436114
226274971, 227614171, 1339200
227734856, 229244457, 1509601
229370057, 230715542, 1345485
230837142, 232301599, 1464457
232426628, 233790056, 1363428
233911771, 235408457, 1496686
235532799, 236429257, 896458
236551885, 239698285, 3146400
239819199, 241360114, 1540915
241484457, 242805599, 1321142
242926514, 244419199, 1492685
244544342, 245860914, 1316572
245981256, 247478399, 1497143
247602285, 248909485, 1307200
249189257, 250535885, 1346628
250658514, 251974285, 1315771
252242171, 253596799, 1354628
253716342, 255190628, 1474286
255315885, 256654399, 1338514
256774628, 258289828, 1515200
258415428, 259784228, 1368800
259906514, 261413942, 1507428
261538514, 262847314, 1308800
262968799, 264447885, 1479086
264572914, 265871428, 1298514
265992571, 267470399, 1477828
267593599, 268900571, 1306972
269181714, 270527542, 1345828
270651428, 271967542, 1316114
272241257, 273603657, 1362400
273727085, 275189028, 1461943
275313599, 276651085, 1337486
276771542, 278283657, 1512115
278407885, 279787428, 1379543
279909256, 281414514, 1505258
281539199, 282849714, 1310515
282970856, 284461371, 1490515
284586514, 285899085, 1312571
286186742, 287546285, 1359543
287668914, 288977028, 1308114
289259657, 290671542, 1411885
290790742, 292297485, 1506743
292422742, 293790514, 1367772
293912228, 295446399, 1534171
295572914, 296874856, 1301942
297689485, 299334628, 1645143
299460685, 300804685, 1344000
300927542, 302428457, 1500915
302552571, 303885599, 1333028
304155657, 305523314, 1367657
305646971, 306955885, 1308914
307226171, 308633828, 1407657
308754971, 310280685, 1525714
310403885, 311782171, 1378286
311903542, 313409371, 1505829
313534057, 314844456, 1310399
314965256, 316442057, 1476801
316566399, 317868228, 1301829
317989028, 319484571, 1495543
319608114, 320908342, 1300228
321188914, 322540114, 1351200
322665256, 323990514, 1325258
324262057, 325680914, 1418857
325800114, 327309714, 1509600
327434399, 328804685, 1370286
328925714, 330414399, 1488685
330538514, 331842628, 1304114
331963656, 333452457, 1488801
333576914, 334908456, 1331542
335191885, 336545257, 1353372
336667885, 337988685, 1320800
338262628, 339621028, 1358400
339741714, 341263657, 1521943
341386857, 342770056, 1383199
342891199, 344387657, 1496458
344511999, 345838742, 1326743
345959085, 347441028, 1481943
347565257, 348891999, 1326742
